时间,水解pH,水解pH_change,水解VFA,水解VFA_change,水解TS,水解VS,水解氨氮,水解氨氮_change,水解COD,水解COD_change,发酵pH,发酵pH_change,发酵VFA,发酵VFA_change,发酵碱度,发酵碱度_change,发酵TS,发酵VS,发酵氨氮,发酵氨氮_change,发酵COD,发酵COD_change,进料量,产气量,产气量_change,产气量_提升,单位VS产气量,单位VS产甲烷量_change
2020.03.24,5.29,3.813793103448276,3225,17425.304347826088,0.0644,0.7963,1432.2,414.7973684210527,32460,26794.73684210526,8.04,8.033026315789494,1080.0,3242.7417763157896,9200,9592.10526315788,0.0255,0.3892,1810.0,2559.999999999999,8345.0,10889.891304347828,12.1,778.3,1526.534,748.2340576171875,1140.26657,1341.890597547978
2020.03.25,4.81,3.77,4160,16002.052173913042,0.0624,0.775,1432.2,393.3578947368421,32460,74384.21052631577,7.85,7.688421052631591,1144.0,3880.0,9600,9592.10526315788,0.0221,0.3531,1810.0,2559.999999999999,8345.0,12257.500000000004,13.2,747.2,1614.4978,867.297802734375,1064.103703,1379.5447733035078
2020.03.26,4.81,3.945172413793104,4315,13313.686956521738,0.0609,0.7975,1432.2,393.3578947368421,32460,30039.47368421052,7.82,7.816052631578962,1065.0,3242.7417763157896,9570,9386.842105263144,0.0248,0.3751,1810.0,2559.999999999999,8345.0,12257.500000000004,13.2,751.98,1453.0157,701.0357470703125,1066.330151,1236.251895948122
2020.03.27,4.7,3.77,4630,16002.052173913042,0.061,0.7827,772.2,393.3578947368421,57060,74384.21052631577,7.9,7.688421052631591,1320.0,3880.0,9600,9592.10526315788,0.0222,0.3533,1841.5,2559.999999999999,9080.0,12257.500000000004,13.2,768.78,1617.9421,849.162138671875,1108.945726,1400.3043933307633
2020.03.28,4.54,3.77,5250,16002.052173913042,0.0631,0.7857,772.2,393.3578947368421,57060,74384.21052631577,7.9,7.688421052631591,1044.0,3880.0,9800,9592.10526315788,0.022,0.3654,1841.5,2559.999999999999,9080.0,12257.500000000004,13.2,778.34,1596.3754,818.0353662109375,1081.22635,1330.55716865259
2020.03.29,4.51,3.945172413793104,5380,13313.686956521738,0.0617,0.7798,772.2,393.3578947368421,57060,30039.47368421052,7.81,7.816052631578962,1200.0,3242.7417763157896,9600,9386.842105263144,0.0242,0.3869,1841.5,2559.999999999999,9080.0,12257.500000000004,13.2,781.87,1430.2404,648.3703564453125,1119.178964,1228.3588730399251
2020.03.30,4.41,3.901379310344828,5980,17741.58260869565,0.06,0.78,552.6,371.9184210526316,59400,62486.842105263146,7.92,7.841578947368436,1428.0,3880.0,9560,9181.57894736841,0.022,0.3488,1751.0,1863.3333333333328,9080.0,8952.445652173916,13.2,783.05,1353.8542,570.804248046875,1152.330414,1195.3929575888915
2020.03.31,3.98,3.77,9880,16002.052173913042,0.07,0.79,552.6,393.3578947368421,59400,74384.21052631577,7.88,7.688421052631591,1056.0,3880.0,9600,9592.10526315788,0.0225,0.3582,1751.0,2559.999999999999,9080.0,12257.500000000004,13.2,789.44,1671.714,882.2739892578124,983.1671972,1249.1698094972667
2020.04.01,3.97,3.77,9320,16002.052173913042,0.0676,0.7903,464.6,393.3578947368421,68003,74384.21052631577,7.81,7.688421052631591,912.0,3880.0,9760,9592.10526315788,0.0225,0.3682,1751.0,2559.999999999999,7647.5,12257.500000000004,13.86,823.8,1702.7876,878.98759765625,1011.409886,1254.3453823598197
2020.04.02,4.04,3.77,9400,16002.052173913042,0.0676,0.7903,464.6,393.3578947368421,68003,74384.21052631577,7.77,7.688421052631591,1320.0,3880.0,9600,9592.10526315788,0.0225,0.3682,1751.0,2559.999999999999,7647.5,12257.500000000004,15.18,870.46,1813.4341,942.97408203125,975.7660067,1219.6911973344318
2020.04.03,3.92,3.813793103448276,10200,12364.852173913045,0.0742,0.7983,464.6,329.0394736842106,68003,64649.99999999999,7.76,7.969210526315808,960.0,3370.1934210526315,9500,10207.894736842078,0.0223,0.3758,1751.0,2559.999999999999,7647.5,9864.184782608698,15.18,903.77,1545.6195,641.8495068359375,913.7416681,937.6037795104535
2020.04.04,3.95,3.945172413793104,10104,13788.104347826087,0.0688,0.7912,464.6,371.9184210526316,68003,48426.31578947367,7.74,7.943684210526334,1056.0,3370.1934210526315,9400,9592.10526315788,0.0215,0.4043,1751.0,2559.999999999999,7647.5,10092.119565217394,15.18,918.83,1535.2682,616.4381884765625,1010.871594,1013.4360011850639
2020.04.05,3.92,3.813793103448276,9300,12364.852173913045,0.0694,0.7873,446.4,329.0394736842106,57340,64649.99999999999,7.94,7.969210526315808,1080.0,3370.1934210526315,9600,10207.894736842078,0.0217,0.3844,1899.0,2559.999999999999,9155.0,9864.184782608698,15.18,913.73,1479.7666,566.0366015625,1001.506346,973.1511334379039
2020.04.06,3.77,3.813793103448276,9630,12364.852173913045,0.0696,0.7898,446.4,329.0394736842106,57340,64649.99999999999,7.9,7.969210526315808,950.0,3370.1934210526315,9600,10207.894736842078,0.0232,0.3924,1899.0,2559.999999999999,9155.0,9864.184782608698,15.18,889.63,1534.9956,645.36560546875,969.2115791,1003.3849002618734
2020.04.07,3.89,4.032758620689656,9650,4141.617391304348,0.0747,0.7993,446.4,371.9184210526316,57340,73302.63157894736,7.58,8.109605263157917,1440.0,3625.096710526316,9500,9489.473684210512,0.0249,0.3979,1899.0,1704.9999999999995,9155.0,14536.84782608696,15.18,857.24,1391.9855,534.7454736328125,859.8200262,837.7049505931603
2020.04.08,3.91,3.813793103448276,10050,12364.852173913045,0.0712,0.7821,446.4,329.0394736842106,57340,64649.99999999999,7.7,7.969210526315808,1080.0,3370.1934210526315,9400,10207.894736842078,0.0227,0.3741,1899.0,2559.999999999999,9155.0,9864.184782608698,15.18,820.93,1533.4247,712.4946826171876,882.8753482,989.4798708188936
2020.04.09,3.9,4.164137931034484,12000,14895.078260869564,0.0638,0.7667,446.4,393.3578947368421,57340,79792.10526315788,7.78,8.160657894736866,960.0,3701.567697368421,9600,9797.368421052612,0.0227,0.3622,1899.0,1942.4999999999995,9155.0,11459.728260869568,15.18,793.87,1536.3184,742.448359375,971.9385139,1128.5527729437094
2020.04.10,3.98,4.032758620689656,11340,4141.617391304348,0.0632,0.763,388.6,371.9184210526316,50880,73302.63157894736,7.76,8.109605263157917,1020.0,3625.096710526316,9740,9489.473684210512,0.0242,0.416,1831.0,1704.9999999999995,8015.0,14536.84782608696,15.18,802.37,1340.6865,538.3165234375,996.4800525,999.0159481757237
2020.04.11,3.98,3.945172413793104,13230,13313.686956521738,0.0612,0.7537,388.6,393.3578947368421,50880,30039.47368421052,7.77,7.816052631578962,936.0,3242.7417763157896,9730,9386.842105263144,0.0236,0.3776,1831.0,2559.999999999999,8015.0,12257.500000000004,15.18,817.5,1528.5254,711.025390625,1061.38603,1190.7196303516564
2020.04.12,4.08,3.857586206896552,14625,5248.591304347826,0.0602,0.752,388.6,350.4789473684211,50880,24631.578947368416,7.78,7.905394736842123,840.0,3115.2901315789472,9800,9489.473684210512,0.0229,0.4372,1831.0,2559.999999999999,8015.0,14764.782608695656,15.18,827.26,1536.1879,708.9278662109375,1094.367626,1219.3174587393887
2020.04.13,4.19,3.945172413793104,14805,13313.686956521738,0.0598,0.7378,388.6,393.3578947368421,50880,30039.47368421052,7.75,7.816052631578962,840.0,3242.7417763157896,9800,9386.842105263144,0.0233,0.3843,1831.0,2559.999999999999,8015.0,12257.500000000004,15.18,812.94,1510.4486,697.5086083984374,1103.453919,1230.1353877467645
2020.04.14,4.19,3.813793103448276,14310,17425.304347826088,0.0598,0.7476,428.25,371.9184210526316,48525,57078.94736842104,7.61,8.18618421052634,1680.0,3880.0,9800,9797.368421052612,0.0234,0.4024,1779.75,1641.6666666666663,10182.5,8154.67391304348,15.18,806.38,1421.7053,615.325322265625,1080.201595,1142.683368080346
2020.04.15,4.1,4.164137931034484,13500,14895.078260869564,0.0637,0.7567,428.25,393.3578947368421,48525,79792.10526315788,7.8,8.160657894736866,1080.0,3701.567697368421,9700,9797.368421052612,0.0223,0.3607,1779.75,1942.4999999999995,10182.5,11459.728260869568,15.18,823.58,1527.8566,704.2765673828125,1023.241554,1138.9540747456854
2020.04.16,4.18,3.813793103448276,13800,17741.58260869565,0.0603,0.7544,428.25,414.7973684210527,48525,77628.94736842104,7.75,8.045789473684232,840.0,2885.877171052632,9600,8976.315789473678,0.0229,0.3625,1779.75,2559.999999999999,10182.5,13625.108695652178,15.18,838.38,1535.0168,696.636845703125,1103.716311,1212.4977676961419
2020.04.17,4.17,3.813793103448276,14475,17425.304347826088,0.0583,0.7584,428.25,371.9184210526316,48525,57078.94736842104,7.75,8.18618421052634,840.0,3880.0,9600,9797.368421052612,0.023,0.3941,1779.75,1641.6666666666663,10182.5,8154.67391304348,15.84,882.35,1462.8304,580.4804443359375,1145.318164,1139.2800674780212
2020.04.18,4.0,3.901379310344828,14775,13788.104347826087,0.0603,0.757,361.0,371.9184210526316,62060,57078.94736842104,7.7,7.726710526315802,840.0,3880.0,9840,10139.4736842105,0.0224,0.3906,1853.75,1879.166666666666,12350.0,9864.184782608698,17.16,980.73,1440.1324,459.4024462890625,1138.22023,1002.8374069522368
2020.04.19,4.05,3.813793103448276,14400,17425.304347826088,0.0605,0.7576,361.0,371.9184210526316,62060,57078.94736842104,7.45,8.18618421052634,1320.0,3880.0,9800,9797.368421052612,0.0234,0.4015,1853.75,1641.6666666666663,12350.0,8154.67391304348,17.16,999.0,1513.3474,514.347412109375,1154.676106,1049.5051631798917
2020.04.20,4.03,3.813793103448276,14250,17741.58260869565,0.0608,0.7563,361.0,414.7973684210527,62060,77628.94736842104,7.62,8.045789473684232,960.0,2885.877171052632,9720,8976.315789473678,0.0235,0.3747,1853.75,2559.999999999999,12350.0,13625.108695652178,17.16,993.0,1744.3917,751.3917236328125,1144.04103,1205.8342619274588
2020.04.21,3.93,3.813793103448276,13800,17425.304347826088,0.0626,0.7679,361.0,371.9184210526316,62060,57078.94736842104,7.78,8.18618421052634,720.0,3880.0,9960,9797.368421052612,0.0221,0.4073,1853.75,1641.6666666666663,12350.0,8154.67391304348,17.16,1021.32,1522.8723,501.55231445312495,1125.570927,1006.9914248015374
2020.04.22,4.08,3.813793103448276,14100,17741.58260869565,0.0604,0.7508,399.4,414.7973684210527,64700,77628.94736842104,7.78,8.045789473684232,720.0,2885.877171052632,9920,8976.315789473678,0.0231,0.3625,1911.0,2559.999999999999,8640.0,13625.108695652178,17.16,1091.0,1723.2153,632.21533203125,1274.540321,1207.8684269341477
2020.04.23,3.95,3.813793103448276,14400,17741.58260869565,0.0613,0.7551,399.4,414.7973684210527,64700,77628.94736842104,7.71,8.045789473684232,1180.0,2885.877171052632,9940,8976.315789473678,0.0225,0.3662,1911.0,2559.999999999999,8640.0,13625.108695652178,17.16,1116.0,1669.5299,553.5299072265625,1277.289321,1146.4907103955366
2020.04.24,3.86,3.813793103448276,15720,16318.330434782609,0.063,0.7639,399.4,371.9184210526316,64700,72221.05263157893,7.89,7.943684210526334,840.0,3242.7417763157896,10000,9386.842105263144,0.0218,0.3248,1911.0,1799.9999999999995,8640.0,12029.565217391308,17.16,1124.9,1469.994,345.0940185546874,1238.302896,970.9118234720723
2020.04.25,3.97,4.821034482758624,15300,16318.330434782609,0.0618,0.7642,399.4,1529.6500000000003,64700,78710.52631578945,7.94,8.045789473684232,840.0,3701.567697368421,10060,8976.315789473678,0.0219,0.3432,1911.0,1815.8333333333328,8640.0,7698.804347826089,17.82,1156.0,1491.0563,335.0562744140625,1248.71101,966.3832451651776
2020.04.26,4.03,3.813793103448276,14475,17741.58260869565,0.0601,0.7832,354.8,414.7973684210527,57940,77628.94736842104,7.83,8.045789473684232,834.0,2885.877171052632,9900,8976.315789473678,0.0229,0.3562,1899.0,2559.999999999999,9337.5,13625.108695652178,19.14,1222.8,1914.3776,691.5775634765625,1233.882091,1159.0364035159669
2020.04.27,4.01,3.813793103448276,13395,17741.58260869565,0.0636,0.7667,354.8,414.7973684210527,57940,77628.94736842104,7.8,8.045789473684232,1020.0,2885.877171052632,10040,8976.315789473678,0.023,0.3746,1899.0,2559.999999999999,9337.5,13625.108695652178,19.14,1211.0,1895.089,684.0889892578125,1179.578765,1107.5508154623426
2020.04.28,4.06,3.813793103448276,13100,17741.58260869565,0.0626,0.7692,354.8,414.7973684210527,57940,77628.94736842104,7.97,8.045789473684232,1080.0,2885.877171052632,10000,8976.315789473678,0.0218,0.356,1899.0,2559.999999999999,9337.5,13625.108695652178,19.14,1191.0,1797.1504,606.150390625,1174.798908,1063.622325508498
2020.04.29,4.01,3.813793103448276,13360,17741.58260869565,0.0626,0.7692,354.8,414.7973684210527,57940,77628.94736842104,7.85,8.045789473684232,960.0,2885.877171052632,10060,8976.315789473678,0.0218,0.356,1899.0,2559.999999999999,9337.5,13625.108695652178,19.8,1175.0,1853.6532,678.6531982421875,1120.38267,1060.4940861726052
2020.04.30,4.01,3.813793103448276,13050,17741.58260869565,0.0653,0.7926,335.4,414.7973684210527,56760,77628.94736842104,7.88,8.045789473684232,1080.0,2885.877171052632,10000,8976.315789473678,0.0227,0.3844,1799.25,2559.999999999999,10220.0,13625.108695652178,21.12,1194.0,2062.172,868.172119140625,993.0028124,1029.0164391437072
2020.05.01,3.85,3.813793103448276,12395,17425.304347826088,0.0657,0.7885,335.4,371.9184210526316,56760,57078.94736842104,7.7,8.18618421052634,1160.0,3880.0,9960,9797.368421052612,0.0226,0.3937,1799.25,1641.6666666666663,10220.0,8154.67391304348,21.12,1207.0,1719.4178,512.4178466796875,1002.8907,857.1937864768651
2020.05.02,3.89,3.813793103448276,12000,17741.58260869565,0.0665,0.7912,335.4,414.7973684210527,56760,77628.94736842104,7.74,8.045789473684232,960.0,2885.877171052632,9700,8976.315789473678,0.0228,0.3525,1799.25,2559.999999999999,10220.0,13625.108695652178,21.12,1211.0,2098.0198,887.019775390625,990.7170114,1029.8318158690008
2020.05.03,3.92,3.813793103448276,11250,17741.58260869565,0.0685,0.7782,335.4,414.7973684210527,56760,77628.94736842104,7.73,8.045789473684232,960.0,2885.877171052632,9740,8976.315789473678,0.0226,0.3511,1799.25,2559.999999999999,10220.0,13625.108695652178,21.12,1222.0,2065.546,843.5458984375,986.7401707,1000.7318064505755
2020.05.04,3.83,3.813793103448276,11370,17741.58260869565,0.0684,0.7718,351.2,414.7973684210527,59400,77628.94736842104,7.67,8.045789473684232,960.0,2885.877171052632,10000,8976.315789473678,0.0234,0.3658,1864.25,2559.999999999999,9815.0,13625.108695652178,21.78,1238.0,2200.9102,962.91015625,978.8343649,1044.1000783498112
2020.05.05,3.95,3.813793103448276,11775,12364.852173913045,0.0793,0.8378,351.2,329.0394736842106,59400,64649.99999999999,7.68,7.969210526315808,1080.0,3370.1934210526315,9800,10207.894736842078,0.0228,0.3708,1864.25,2559.999999999999,9815.0,9864.184782608698,23.1,1270.0,1981.3805,711.3804931640625,752.2903874,704.2079522274435
2020.05.06,3.93,3.857586206896552,10800,4299.75652173913,0.0833,0.8125,351.2,371.9184210526316,59400,65731.5789473684,7.78,8.109605263157917,960.0,3548.6257236842102,9600,8873.684210526311,0.0219,0.3481,1864.25,2559.999999999999,9815.0,7584.836956521741,23.1,1291.0,2086.3582,795.358154296875,750.6771667,727.892220597257
2020.05.07,3.98,3.813793103448276,11370,17741.58260869565,0.068,0.7851,351.2,414.7973684210527,59400,77628.94736842104,7.71,8.045789473684232,1224.0,2885.877171052632,9900,8976.315789473678,0.0225,0.3632,1864.25,2559.999999999999,9815.0,13625.108695652178,23.1,1289.0,2238.5378,949.537841796875,950.1985476,990.095611762936
2020.05.08,4.01,3.813793103448276,11160,17741.58260869565,0.0674,0.7755,392.2,414.7973684210527,58520,77628.94736842104,7.78,8.045789473684232,980.0,2885.877171052632,10040,8976.315789473678,0.0228,0.3852,1923.0,2559.999999999999,10110.0,13625.108695652178,23.1,1306.0,2253.2449,947.244873046875,983.3243942,1017.9191346108994
2020.05.09,4.15,3.945172413793104,12225,13313.686956521738,0.0675,0.7755,392.2,393.3578947368421,58520,30039.47368421052,7.67,7.816052631578962,1416.0,3242.7417763157896,10000,9386.842105263144,0.0237,0.3957,1923.0,2559.999999999999,10110.0,12257.500000000004,23.1,1310.0,2036.1698,726.1697998046875,984.8748688,918.4912050685964
2020.05.10,4.06,3.901379310344828,12600,16792.747826086954,0.0711,0.7812,392.2,307.6,58520,77628.94736842104,7.75,8.250000000000027,1140.0,2936.8578289473685,9900,9044.736842105256,0.0236,0.376,1923.0,1815.8333333333328,10110.0,13625.108695652178,23.76,1362.0,1832.8452,470.84521484375,938.2231632,757.540896527609
2020.05.11,4.08,3.945172413793104,14865,13788.104347826087,0.0663,0.7753,392.2,371.9184210526316,58520,48426.31578947367,7.69,7.943684210526334,1524.0,3370.1934210526315,10160,9592.10526315788,0.0229,0.412,1923.0,2559.999999999999,10110.0,10092.119565217394,25.08,1444.7,2115.4692,670.76923828125,1018.765298,895.064711628532
2020.05.12,4.07,3.813793103448276,18050,17741.58260869565,0.066,0.7772,380.0,414.7973684210527,65880,77628.94736842104,7.76,8.045789473684232,1680.0,2885.877171052632,10200,8976.315789473678,0.0228,0.3606,1790.25,2559.999999999999,10625.0,13625.108695652178,25.08,1506.0,2442.819,936.819091796875,1064.211695,1035.7277471489772
2020.05.13,4.07,3.945172413793104,17400,13313.686956521738,0.0664,0.7709,380.0,393.3578947368421,65880,30039.47368421052,7.83,7.816052631578962,1440.0,3242.7417763157896,10120,9386.842105263144,0.024,0.3952,1790.25,2559.999999999999,10625.0,12257.500000000004,25.08,1520.0,2147.6904,627.6904296875,1076.359246,912.5078094002287
2020.05.14,4.04,3.813793103448276,17400,17741.58260869565,0.0677,0.7689,380.0,414.7973684210527,65880,77628.94736842104,7.77,8.045789473684232,1560.0,2885.877171052632,10140,8976.315789473678,0.0234,0.3693,1790.25,2559.999999999999,10625.0,13625.108695652178,25.08,1555.0,2506.9395,951.939453125,1082.808475,1047.4091140612352
2020.05.15,4.06,3.813793103448276,17010,17741.58260869565,0.0677,0.7779,380.0,414.7973684210527,65880,77628.94736842104,7.81,8.045789473684232,1884.0,2885.877171052632,10060,8976.315789473678,0.0233,0.3753,1790.25,2559.999999999999,10625.0,13625.108695652178,25.74,1566.0,2568.6365,1002.636474609375,1050.214693,1033.5707914300372
2020.05.16,3.91,3.945172413793104,16650,13313.686956521738,0.0698,0.7761,374.0,393.3578947368421,71760,30039.47368421052,7.87,7.816052631578962,2016.0,3242.7417763157896,10160,9386.842105263144,0.0239,0.3874,1864.25,2559.999999999999,11065.0,12257.500000000004,27.06,1610.0,2252.4277,642.427734375,998.4637281,838.1244942305706
2020.05.17,4.03,3.901379310344828,15900,16792.747826086954,0.076,0.7982,374.0,307.6,71760,77628.94736842104,7.7,8.250000000000027,2040.0,2936.8578289473685,10900,9044.736842105256,0.024,0.3845,1864.25,1815.8333333333328,11065.0,13625.108695652178,27.06,1642.0,2027.5574,385.557373046875,909.3422287,673.7187114733933
2020.05.18,3.9,3.945172413793104,15000,14578.8,0.0723,0.7907,374.0,350.4789473684211,71760,62486.842105263146,7.83,7.752236842105276,1740.0,3625.096710526316,10200,9489.473684210512,0.0247,0.3777,1864.25,2559.999999999999,11065.0,14992.717391304352,27.06,1657.0,2937.403,1280.403076171875,973.760144,1035.7245778432798
2020.05.19,4.0,3.901379310344828,14850,16792.747826086954,0.0776,0.8,374.0,307.6,71760,77628.94736842104,7.73,8.250000000000027,2160.0,2936.8578289473685,10200,9044.736842105256,0.0242,0.3706,1864.25,1815.8333333333328,11065.0,13625.108695652178,22.55,1561.0,1812.7859,251.785888671875,1013.705875,706.3286503302595
2020.05.20,4.01,3.813793103448276,14150,17741.58260869565,0.0726,0.791,375.2,414.7973684210527,70000,77628.94736842104,7.73,8.045789473684232,1940.0,2885.877171052632,10200,8976.315789473678,0.0234,0.3774,1790.25,2559.999999999999,10682.0,13625.108695652178,27.72,1642.0,2794.1963,1152.1962890625,937.7220698,957.4346629546866
2020.05.21,3.97,3.901379310344828,13650,16792.747826086954,0.0846,0.8277,375.2,307.6,70000,77628.94736842104,7.76,8.250000000000027,2040.0,2936.8578289473685,10100,9044.736842105256,0.0236,0.3624,1790.25,1815.8333333333328,10682.0,13625.108695652178,29.04,1718.0,2168.1587,450.15869140625,768.051858,581.5803182552752
2020.05.22,4.01,3.813793103448276,13440,12364.852173913045,0.0734,0.8035,375.2,329.0394736842106,70000,64649.99999999999,7.77,7.969210526315808,2040.0,3370.1934210526315,10160,10207.894736842078,0.0238,0.3846,1790.25,2559.999999999999,10682.0,9864.184782608698,29.04,1741.0,2103.4233,362.42333984375,924.11822,669.8949452185681
2020.05.23,4.0,3.945172413793104,13350,13788.104347826087,0.0741,0.7968,375.2,371.9184210526316,70000,48426.31578947367,7.72,7.943684210526334,2380.0,3370.1934210526315,10320,9592.10526315788,0.0221,0.4251,1790.25,2559.999999999999,10682.0,10092.119565217394,29.04,1764.0,2339.187,575.18701171875,935.2802212,744.1480767795496
2020.05.24,3.98,3.901379310344828,13290,16792.747826086954,0.0731,0.807,337.8,307.6,65580,77628.94736842104,7.77,8.250000000000027,2244.0,2936.8578289473685,10240,9044.736842105256,0.0238,0.3806,1864.25,1815.8333333333328,10662.5,13625.108695652178,29.7,1769.0,2155.609,386.60888671875,917.8839729,671.0906214872209
2020.05.25,4.05,3.813793103448276,12600,17741.58260869565,0.0724,0.786,337.8,414.7973684210527,65580,77628.94736842104,7.87,8.045789473684232,2196.0,2885.877171052632,10200,8976.315789473678,0.0235,0.3688,1864.25,2559.999999999999,10662.5,13625.108695652178,31.02,1812.0,3106.59,1294.590087890625,933.1739408,959.930104224524
2020.05.26,4.13,3.77,12495,14262.521739130434,0.0727,0.7899,337.8,457.6763157894737,65580,57078.94736842104,7.79,8.05855263157897,2400.0,3370.1934210526315,10220,8771.052631578945,0.0241,0.3991,1864.25,1894.9999999999995,10662.5,9864.184782608698,31.02,1788.0,2086.7258,298.725830078125,912.4866329,638.9628947658051
2020.05.27,3.94,3.77,14250,14262.521739130434,0.0663,0.7804,337.8,457.6763157894737,65580,57078.94736842104,7.74,8.05855263157897,2184.0,3370.1934210526315,10180,8771.052631578945,0.0243,0.3995,1864.25,1894.9999999999995,10662.5,9864.184782608698,31.02,1785.0,2067.7815,282.781494140625,1011.050743,702.7334507770097
2020.05.28,3.98,3.77,14650,14262.521739130434,0.0653,0.7945,360.8,457.6763157894737,54400,57078.94736842104,7.56,8.05855263157897,2712.0,3370.1934210526315,10120,8771.052631578945,0.0244,0.4155,1820.5,1894.9999999999995,12720.0,9864.184782608698,31.02,1808.0,2079.457,271.45703125,1021.308308,704.7898479323204
2020.05.29,3.93,3.813793103448276,16800,17425.304347826088,0.0665,0.7738,360.8,414.7973684210527,54400,26794.73684210526,7.78,8.033026315789494,2496.0,3242.7417763157896,10120,9592.10526315788,0.0254,0.417,1820.5,2559.999999999999,12720.0,10889.891304347828,31.02,1836.0,2379.719,543.718994140625,1045.653577,813.1900911932304
2020.05.30,3.93,3.77,16800,14262.521739130434,0.0676,0.7843,360.8,457.6763157894737,54400,57078.94736842104,7.78,8.05855263157897,2616.0,3370.1934210526315,10240,8771.052631578945,0.0245,0.395,1820.5,1894.9999999999995,12720.0,9864.184782608698,31.02,1866.0,2072.929,206.928955078125,1031.450165,687.4993290941105
2020.05.31,3.97,3.945172413793104,15300,13313.686956521738,0.0681,0.7815,360.8,393.3578947368421,54400,30039.47368421052,7.82,7.816052631578962,2520.0,3242.7417763157896,10280,9386.842105263144,0.0245,0.3897,1820.5,2559.999999999999,12720.0,12257.500000000004,31.02,1821.0,2453.6562,632.65625,1002.765475,810.6892174936813
2020.06.01,3.94,3.77,15900,14262.521739130434,0.0696,0.7843,354.8,457.6763157894737,62940,57078.94736842104,7.8,8.05855263157897,2604.0,3370.1934210526315,10140,8771.052631578945,0.0248,0.4043,1853.75,1894.9999999999995,12132.5,9864.184782608698,31.02,1816.0,2076.7253,260.725341796875,974.966988,668.9665148119917
2020.06.02,3.8,3.901379310344828,13950,16792.747826086954,0.0711,0.7905,354.8,307.6,62940,77628.94736842104,7.71,8.250000000000027,2520.0,2936.8578289473685,10100,9044.736842105256,0.0243,0.3758,1853.75,1815.8333333333328,12132.5,13625.108695652178,31.02,1835.0,2194.4324,359.432373046875,956.8197143,686.5426124232573
2020.06.03,3.93,3.77,13350,14262.521739130434,0.0692,0.7862,354.8,457.6763157894737,62940,57078.94736842104,7.68,8.05855263157897,2480.0,3370.1934210526315,10060,8771.052631578945,0.0241,0.4137,1853.75,1894.9999999999995,12132.5,9864.184782608698,31.02,1859.0,2079.0674,220.0673828125,1001.395827,671.9643036421951
2020.06.04,3.94,3.813793103448276,13700,17741.58260869565,0.068,0.7835,354.8,414.7973684210527,62940,77628.94736842104,7.73,8.045789473684232,2560.0,2885.877171052632,10140,8976.315789473678,0.0231,0.3945,1853.75,2559.999999999999,12132.5,13625.108695652178,31.02,1853.0,3072.2456,1219.24560546875,1019.278884,1013.9692623648302
2020.06.05,4.09,3.77,13140,14262.521739130434,0.0673,0.7827,308.8,457.6763157894737,62640,57078.94736842104,7.81,8.05855263157897,2400.0,3370.1934210526315,10180,8771.052631578945,0.0243,0.4063,1831.0,1894.9999999999995,12352.5,9864.184782608698,32.89,1866.0,2155.9263,289.92626953125,979.1397518,678.7630586796488
2020.06.06,4.18,3.77,12900,14262.521739130434,0.0704,0.7895,308.8,457.6763157894737,62640,57078.94736842104,7.7,8.05855263157897,2520.0,3370.1934210526315,10000,8771.052631578945,0.025,0.3948,1831.0,1894.9999999999995,12352.5,9864.184782608698,32.56,1884.0,2151.7615,267.761474609375,946.409353,648.5500588985025
2020.06.07,4.19,3.945172413793104,13350,13313.686956521738,0.0666,0.7853,308.8,393.3578947368421,62640,30039.47368421052,7.76,7.816052631578962,2616.0,3242.7417763157896,10000,9386.842105263144,0.0243,0.3894,1831.0,2559.999999999999,12352.5,12257.500000000004,32.56,1884.0,2522.443,638.443115234375,1005.759146,807.9523034202214
2020.06.08,3.91,3.813793103448276,17850,17425.304347826088,0.0641,0.7657,308.8,414.7973684210527,62640,26794.73684210526,7.73,8.033026315789494,2616.0,3242.7417763157896,10140,9592.10526315788,0.0256,0.4124,1831.0,2559.999999999999,12352.5,10889.891304347828,32.56,1906.0,2411.3086,505.30859375,1084.24927,823.0198054181466
2020.06.09,3.87,3.813793103448276,17650,17425.304347826088,0.0641,0.7628,336.6,414.7973684210527,64400,26794.73684210526,7.35,8.033026315789494,3240.0,3242.7417763157896,10000,9592.10526315788,0.0259,0.416,1769.25,2559.999999999999,14962.5,10889.891304347828,32.56,1918.0,2413.6565,495.656494140625,1095.223636,826.9531722373721
2020.06.10,3.93,3.813793103448276,18216,17425.304347826088,0.0627,0.7745,336.6,414.7973684210527,64400,26794.73684210526,7.68,8.033026315789494,3240.0,3242.7417763157896,10000,9592.10526315788,0.0252,0.4233,1769.25,2559.999999999999,14962.5,10889.891304347828,32.56,1930.0,2448.6113,518.611328125,1109.663407,844.7049913703706
2020.06.11,3.92,3.77,16620,14262.521739130434,0.0688,0.7935,336.6,457.6763157894737,64400,57078.94736842104,7.65,8.05855263157897,3120.0,3370.1934210526315,10100,8771.052631578945,0.0247,0.4356,1769.25,1894.9999999999995,14962.5,9864.184782608698,32.56,1955.0,2159.2278,204.227783203125,999.848757,662.578378037619
2020.1.01,4.0,4.032758620689656,14250,12681.130434782608,0.0604,0.7617,307.6,350.4789473684211,77060,46263.15789473683,7.66,7.675657894736853,3360.0,3242.7417763157896,9000,9386.842105263144,0.024,0.41,1606.25,2559.999999999999,13602.5,8154.67391304348,34.272,1882.0,2342.387,460.386962890625,133.9356881,810.3205708513749
